season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive,defensiveRating,netRating
2005,20042005,161,Massachusetts,A-10,88822,Drew Rossi,G,1,0,1,0,0,0,0,0,0,0.0,,,,,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,161,Massachusetts,A-10,91924,Jeff Salovski,C,24,0,227,68,23,36,10,1,14,21.8,88.6,0.0,50.0,0.542,0.43,58.0,26.4,50.0,50,25,50.0,50,25,0.0,0,0,62.1,29,18,53,39,14,,,,,,
2005,20042005,161,Massachusetts,A-10,91925,Chris Chadwick,G,24,1,613,116,40,39,53,32,5,15.7,89.9,0.1,38.0,0.459,1.33,38.9,14.3,35.2,108,38,37.6,85,32,26.1,23,6,81.0,42,34,35,30,5,,,,,,
2005,20042005,161,Massachusetts,A-10,91926,Anthony Anderson,G,17,1,603,187,33,34,50,30,1,17.1,116.0,2.5,63.1,0.649,1.52,17.2,12.7,47.0,134,63,57.1,35,20,43.4,99,43,78.3,23,18,63,55,8,,,,,,
2005,20042005,161,Massachusetts,A-10,91927,Oliver Lamoureux,F,1,0,2,0,0,0,0,0,0,0.0,,,,,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,161,Massachusetts,A-10,91928,Tim Collins,F,1,0,3,0,0,1,0,1,0,0.0,,,,,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,161,Massachusetts,A-10,91929,Brennan Martin,F,5,0,41,3,2,2,2,0,0,10.4,57.9,-0.4,25.0,0.25,1.0,0.0,25.0,16.7,6,1,0.0,0,0,16.7,6,1,0.0,0,0,4,3,1,,,,,,
2005,20042005,162,McNeese,Southland,81603,John Ford,G,22,0,404,152,59,53,82,26,0,22.8,97.8,0.7,44.9,0.537,1.39,47.9,35.8,39.3,117,46,43.4,76,33,31.7,41,13,83.9,56,47,53,34,19,,,,,,
2005,20042005,162,McNeese,Southland,81604,Aldrynn Wardell,F,22,0,449,191,27,78,17,23,17,20.1,109.5,1.5,54.4,0.562,0.63,35.4,41.7,54.4,147,80,54.4,147,80,0.0,0,0,59.6,52,31,120,70,50,,,,,,
2005,20042005,162,McNeese,Southland,86560,Troy Aaron,G,19,0,289,91,45,38,41,13,0,22.6,79.5,-0.5,45.3,0.469,0.91,29.1,36.7,41.9,86,36,45.5,66,30,30.0,20,6,52.0,25,13,30,19,11,,,,,,
2005,20042005,162,McNeese,Southland,87291,Ryan Price,G,22,0,378,128,41,37,39,25,0,22.8,84.3,-0.2,40.6,0.437,0.95,32.8,33.3,38.3,128,49,47.3,91,43,16.2,37,6,57.1,42,24,39,26,13,,,,,,
2005,20042005,162,McNeese,Southland,89190,J.T. Williams,F,22,0,460,230,50,64,24,22,13,26.4,99.4,1.0,47.6,0.535,0.48,35.5,38.5,41.9,186,78,44.9,127,57,35.6,59,21,80.3,66,53,91,56,35,,,,,,
2005,20042005,162,McNeese,Southland,89191,Darris Manciel,C,6,0,99,27,9,17,3,3,8,14.1,96.7,0.3,57.9,0.624,0.33,31.6,39.1,57.9,19,11,57.9,19,11,0.0,0,0,83.3,6,5,23,14,9,,,,,,
2005,20042005,162,McNeese,Southland,89192,Jamelle Juneau,G,21,0,223,54,20,28,15,22,1,15.3,87.8,0.0,46.9,0.499,0.75,29.2,43.3,41.7,48,20,45.5,33,15,33.3,15,5,64.3,14,9,30,17,13,,,,,,
2005,20042005,162,McNeese,Southland,91218,Kinley Sellers,F,20,0,409,156,31,43,19,18,1,21.7,95.5,0.5,43.1,0.481,0.61,26.9,34.5,37.9,145,55,46.5,86,40,25.4,59,15,79.5,39,31,84,55,29,,,,,,
2005,20042005,162,McNeese,Southland,91219,Andrew Queen,F,22,0,264,64,17,35,10,11,3,12.6,101.6,0.3,53.3,0.579,0.59,45.7,43.6,47.8,46,22,53.1,32,17,35.7,14,5,71.4,21,15,39,22,17,,,,,,
2005,20042005,162,McNeese,Southland,91220,Ronald Dorsey,F,22,0,415,187,36,51,22,21,18,22.8,100.0,0.9,54.0,0.548,0.61,53.6,33.3,51.4,138,71,53.3,120,64,38.9,18,7,51.4,74,38,66,44,22,,,,,,
2005,20042005,162,McNeese,Southland,91221,Bryce May,F,19,0,364,131,22,53,6,14,9,14.3,120.6,1.5,65.9,0.713,0.27,75.4,25.4,65.2,69,45,66.7,66,44,33.3,3,1,76.9,52,40,71,53,18,,,,,,
2005,20042005,162,McNeese,Southland,91222,Edward Garriet,G,22,0,632,238,16,21,41,26,2,17.0,120.6,2.6,51.5,0.547,2.56,15.2,22.0,38.7,204,79,41.5,65,27,37.4,139,52,90.3,31,28,41,32,9,,,,,,
2005,20042005,163,Memphis,CUSA,81466,Joey Dorsey,F,35,3,519,159,47,109,17,20,39,17.8,96.6,0.4,58.1,0.56,0.36,80.0,40.7,58.1,105,61,58.1,105,61,0.0,0,0,44.0,84,37,199,118,81,,,,,,
2005,20042005,163,Memphis,CUSA,86594,Almamy Thiero,F-C,22,0,107,12,2,26,0,0,4,7.3,101.7,0.1,30.0,0.417,0.0,100.0,39.4,30.0,10,3,30.0,10,3,0.0,0,0,60.0,10,6,33,20,13,,,,,,
2005,20042005,163,Memphis,CUSA,86922,Jeremy Hunt,G,25,4,620,232,51,59,65,37,4,23.5,100.9,1.2,41.1,0.474,1.27,54.8,29.6,35.5,197,70,41.7,115,48,26.8,82,22,64.8,108,70,81,57,24,,,,,,
2005,20042005,163,Memphis,CUSA,86923,Clyde Wade,G,2,0,3,0,1,0,0,0,0,14.3,,,,,0.0,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,163,Memphis,CUSA,88564,Darius Washington Jr.,G,36,20,1276,564,128,81,135,59,2,23.7,109.2,2.9,52.1,0.576,1.05,48.6,26.2,46.4,403,187,48.8,289,141,40.4,114,46,73.5,196,144,130,96,34,,,,,,
2005,20042005,163,Memphis,CUSA,88565,Waki Williams,F,25,0,289,80,27,33,8,6,8,18.5,86.4,-0.1,47.1,0.501,0.3,39.7,32.8,47.1,68,32,50.0,64,32,0.0,4,0,59.3,27,16,58,39,19,,,,,,
2005,20042005,163,Memphis,CUSA,88566,Rodney Carney,F,36,15,1082,576,51,75,40,39,28,27.5,114.9,3.7,47.7,0.519,0.78,27.2,33.7,40.3,496,200,47.4,268,127,32.0,228,73,76.3,135,103,181,120,61,,,,,,
2005,20042005,163,Memphis,CUSA,88567,Simplice Njoya,F,29,0,213,28,9,43,0,9,9,6.5,103.1,0.1,66.7,0.719,0.0,141.7,31.0,66.7,12,8,66.7,12,8,0.0,0,0,70.6,17,12,29,20,9,,,,,,
2005,20042005,163,Memphis,CUSA,90312,Sean Banks,F,14,6,420,202,35,25,28,9,12,28.2,103.4,2.1,40.5,0.482,0.8,48.0,36.1,34.1,173,59,34.3,108,37,33.8,65,22,74.7,83,62,83,53,30,,,,,,
2005,20042005,163,Memphis,CUSA,90313,Duane Erwin,F,36,16,949,253,82,113,45,27,48,16.9,94.2,0.5,44.4,0.515,0.55,57.7,34.4,43.9,196,86,44.0,191,84,40.0,5,2,69.9,113,79,227,149,78,,,,,,
2005,20042005,163,Memphis,CUSA,90314,Arthur Barclay,F,30,16,472,66,17,77,15,8,10,7.8,114.0,0.5,54.8,0.571,0.88,85.7,54.8,54.8,42,23,54.8,42,23,0.0,0,0,55.6,36,20,126,57,69,,,,,,
2005,20042005,163,Memphis,CUSA,90315,Tank Beavers,G,17,0,111,10,9,9,4,7,0,13.3,46.8,-0.6,22.5,0.23,0.44,20.0,14.3,20.0,20,4,42.9,7,3,7.7,13,1,25.0,4,1,7,6,1,,,,,,
2005,20042005,163,Memphis,CUSA,90316,Anthony Rice,G,36,20,1139,375,65,58,66,36,19,16.6,115.6,2.4,54.9,0.583,1.02,29.9,41.8,41.2,284,117,44.8,87,39,39.6,197,78,74.1,85,63,98,57,41,,,,,,
2005,20042005,164,Mercer,ASUN,82624,Brian Pfohl,F,13,0,55,23,6,20,1,1,1,24.7,84.7,-0.1,50.0,0.489,0.17,40.0,33.3,50.0,20,10,55.6,18,10,0.0,2,0,37.5,8,3,15,10,5,,,,,,
2005,20042005,164,Mercer,ASUN,82625,Shaddean Aaron,G,15,0,96,28,8,9,4,3,0,20.4,78.5,-0.2,39.7,0.403,0.5,44.8,31.3,37.9,29,11,47.6,21,10,12.5,8,1,38.5,13,5,16,11,5,,,,,,
2005,20042005,164,Mercer,ASUN,82626,Sam Dolan,F,23,0,179,51,15,27,8,5,1,16.2,92.6,0.1,50.0,0.532,0.53,20.5,40.7,50.0,44,22,50.0,44,22,0.0,0,0,77.8,9,7,27,16,11,,,,,,
2005,20042005,164,Mercer,ASUN,86458,Ross Alacqua,G,23,0,352,176,22,37,21,11,1,21.2,119.0,1.7,60.2,0.629,0.95,13.6,26.7,42.4,132,56,64.3,14,9,39.8,118,47,94.4,18,17,15,11,4,,,,,,
2005,20042005,164,Mercer,ASUN,86459,Michael Slonaker,G,7,0,13,7,1,0,0,1,0,22.6,124.8,0.3,37.5,0.608,0.0,100.0,50.0,25.0,4,1,0.0,2,0,50.0,2,1,100.0,4,4,4,2,2,,,,,,
2005,20042005,164,Mercer,ASUN,86461,Micalvin Hammonds,G,6,0,13,4,1,0,3,2,1,19.4,97.4,0.1,33.3,0.42,3.0,133.3,,33.3,3,1,33.3,3,1,0.0,0,0,50.0,4,2,0,0,0,,,,,,
2005,20042005,164,Mercer,ASUN,86949,Damitrius Coleman,G,23,1,709,137,103,58,173,65,11,16.1,87.3,-0.1,45.1,0.474,1.68,39.8,17.1,43.9,123,54,49.0,104,51,15.8,19,3,53.1,49,26,117,97,20,,,,,,
2005,20042005,164,Mercer,ASUN,89970,Will Emerson,F,23,1,710,355,32,47,44,16,6,23.1,117.3,3.4,51.2,0.548,1.38,34.5,40.6,48.8,281,137,53.5,230,123,27.5,51,14,69.1,97,67,170,101,69,,,,,,
2005,20042005,164,Mercer,ASUN,89972,Andrew Brown,G,16,0,150,66,15,13,12,4,0,25.7,98.3,0.4,41.9,0.478,0.8,25.8,55.2,37.1,62,23,42.5,40,17,27.3,22,6,87.5,16,14,29,13,16,,,,,,
2005,20042005,164,Mercer,ASUN,89973,Jacob Skogen,G,19,0,521,259,52,49,25,31,3,25.4,98.9,1.3,53.0,0.55,0.48,22.9,21.4,43.0,214,92,46.2,106,49,39.8,108,43,65.3,49,32,56,44,12,,,,,,
2005,20042005,164,Mercer,ASUN,91653,Andrew Walker,F,23,1,224,80,14,23,5,4,5,16.6,105.4,0.5,60.3,0.603,0.36,32.8,27.3,50.0,58,29,60.7,28,17,40.0,30,12,52.6,19,10,33,24,9,,,,,,
2005,20042005,164,Mercer,ASUN,91654,Wesley Duke,F,23,1,718,261,39,56,18,27,31,15.5,121.4,2.7,56.7,0.643,0.46,80.0,41.4,56.7,150,85,56.7,150,85,0.0,0,0,75.8,120,91,162,95,67,,,,,,
2005,20042005,164,Mercer,ASUN,91655,Alan Bridges,G,2,0,3,3,0,0,1,0,1,44.9,138.1,0.6,50.0,0.5,,0.0,,33.3,3,1,0.0,1,0,50.0,2,1,0.0,0,0,0,0,0,,,,,,
2005,20042005,164,Mercer,ASUN,91656,James Odoms,G,23,1,659,314,35,48,31,21,4,23.8,107.7,2.2,48.2,0.514,0.89,21.5,28.2,38.0,279,106,43.4,113,49,34.3,166,57,75.0,60,45,117,84,33,,,,,,
2005,20042005,164,Mercer,ASUN,91657,Tyler McCurry,G,23,0,198,28,15,23,32,11,1,9.3,103.1,0.2,57.9,0.566,2.13,68.4,46.7,42.1,19,8,28.6,7,2,50.0,12,6,46.2,13,6,15,8,7,,,,,,
2005,20042005,167,Miami (OH),MAC,79360,Eric Pollitz,G,1,0,5,0,1,0,0,1,0,11.3,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,,,,,,
2005,20042005,167,Miami (OH),MAC,80699,Chad Troyer,G,17,0,89,29,11,5,6,2,0,22.1,93.3,0.1,65.0,0.653,0.55,25.0,0.0,45.0,20,9,25.0,4,1,50.0,16,8,60.0,5,3,5,5,0,,,,,,
2005,20042005,167,Miami (OH),MAC,83715,Tim Pollitz,F,18,0,115,31,10,11,5,1,0,21.2,85.7,0.0,48.4,0.48,0.5,9.7,40.9,48.4,31,15,48.4,31,15,0.0,0,0,33.3,3,1,22,13,9,,,,,,
2005,20042005,167,Miami (OH),MAC,86321,Nathan Peavy,F,28,2,724,198,42,74,35,11,15,16.1,111.7,1.5,58.1,0.617,0.83,53.1,34.3,52.3,130,68,55.8,95,53,42.9,35,15,68.1,69,47,108,71,37,,,,,,
2005,20042005,167,Miami (OH),MAC,86322,Monty St. Clair,C,28,2,652,161,17,87,25,22,5,15.0,113.3,1.4,51.7,0.526,1.47,16.1,32.4,40.6,143,58,47.3,55,26,36.4,88,32,56.5,23,13,74,50,24,,,,,,
2005,20042005,167,Miami (OH),MAC,86323,Doug Penno,G,27,0,355,116,20,50,34,9,0,18.1,121.2,1.2,61.9,0.637,1.7,19.0,13.6,45.2,84,38,41.7,24,10,46.7,60,28,75.0,16,12,22,19,3,,,,,,
2005,20042005,167,Miami (OH),MAC,88544,Nate VanderSluis,C,26,0,192,49,16,36,6,2,10,16.1,102.6,0.3,59.7,0.652,0.38,48.4,38.3,58.1,31,18,56.7,30,17,100.0,1,1,80.0,15,12,47,29,18,,,,,,
2005,20042005,167,Miami (OH),MAC,88546,William Hatcher,G,28,2,949,278,86,67,82,21,1,20.6,95.7,0.8,54.8,0.549,0.95,14.3,19.0,45.8,238,109,49.3,134,66,41.3,104,43,50.0,34,17,63,51,12,,,,,,
2005,20042005,167,Miami (OH),MAC,88547,Tyler Ford,G,4,0,7,0,0,0,1,0,0,16.0,41.9,-0.2,0.0,0.0,,0.0,0.0,0.0,2,0,0.0,0,0,0.0,2,0,0.0,0,0,1,1,0,,,,,,
2005,20042005,167,Miami (OH),MAC,88548,Josh Hausfeld,G,17,0,302,94,14,24,13,9,0,19.4,102.9,0.8,52.8,0.524,0.93,4.5,4.8,37.5,88,33,40.0,15,6,37.0,73,27,25.0,4,1,21,20,1,,,,,,
2005,20042005,167,Miami (OH),MAC,91110,Danny Horace,F,28,2,990,430,58,67,37,24,17,24.7,117.8,4.1,49.8,0.587,0.64,58.8,24.2,45.7,291,133,49.5,220,109,33.8,71,24,81.9,171,140,264,200,64,,,,,,
2005,20042005,167,Miami (OH),MAC,91111,Tim Schenke,F,26,0,336,60,19,50,19,6,6,13.2,98.2,0.3,52.1,0.516,1.0,47.9,48.3,50.0,48,24,55.0,40,22,25.0,8,2,43.5,23,10,60,31,29,,,,,,
2005,20042005,167,Miami (OH),MAC,91112,Chet Mason,G,28,2,981,385,92,70,96,36,7,28.1,100.3,1.9,45.7,0.498,1.04,42.3,35.9,43.6,326,142,47.4,270,128,25.0,56,14,63.0,138,87,217,139,78,,,,,,
2005,20042005,167,Miami (OH),MAC,91113,Jaime Cooper,G,5,0,8,3,1,2,0,0,1,46.2,57.9,-0.4,20.0,0.255,0.0,40.0,25.0,20.0,5,1,25.0,4,1,0.0,1,0,50.0,2,1,4,3,1,,,,,,
2005,20042005,168,Miami,ACC,82050,Raymond Hicks,F,21,0,133,34,9,33,2,2,1,15.1,96.4,0.1,53.6,0.539,0.22,28.6,44.0,46.4,28,13,40.9,22,9,66.7,6,4,50.0,8,4,25,14,11,,,,,,
2005,20042005,168,Miami,ACC,82051,Anthony King,C,27,14,779,171,30,53,16,20,82,11.8,111.1,1.3,54.7,0.552,0.53,47.7,40.8,54.7,128,70,54.7,128,70,0.0,0,0,50.8,61,31,213,126,87,,,,,,
2005,20042005,168,Miami,ACC,82053,Jonathan Stratton,G,2,0,1,0,0,0,0,0,0,0.0,,,,,,,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,,,,,,
2005,20042005,168,Miami,ACC,86304,Anthony Harris,G,27,14,794,335,81,51,123,12,2,26.7,101.4,1.7,45.4,0.484,1.52,20.8,23.5,38.2,317,121,42.6,176,75,32.6,141,46,71.2,66,47,68,52,16,,,,,,
2005,20042005,168,Miami,ACC,86305,Keaton Copeland,F,1,0,2,0,0,0,0,0,0,0.0,,,,,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,168,Miami,ACC,88393,Gary Hamilton,F-C,27,2,577,108,36,71,20,23,15,12.1,97.1,0.4,51.7,0.519,0.56,38.2,43.2,51.7,89,46,51.7,89,46,0.0,0,0,47.1,34,16,169,96,73,,,,,,
2005,20042005,168,Miami,ACC,88394,Lee Butler,G,1,0,2,0,0,1,0,1,0,20.1,,,,0.0,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0,0,0,,,,,,
2005,20042005,168,Miami,ACC,88395,Guillermo Diaz,G,27,15,923,508,66,48,68,43,9,27.6,116.4,4.4,53.3,0.568,1.03,33.9,25.2,46.0,389,179,52.6,232,122,36.3,157,57,70.5,132,93,115,86,29,,,,,,
2005,20042005,168,Miami,ACC,88396,Eric Wilkins,G,27,1,289,41,17,21,7,13,4,12.1,73.2,-0.3,36.2,0.382,0.41,31.9,37.9,36.2,47,17,38.6,44,17,0.0,3,0,46.7,15,7,29,18,11,,,,,,
2005,20042005,168,Miami,ACC,88397,Robert Hite,G,27,14,905,470,40,47,29,44,7,26.2,117.2,4.2,50.2,0.538,0.73,18.0,23.1,41.7,405,169,44.1,227,100,38.8,178,69,86.3,73,63,134,103,31,,,,,,
2005,20042005,168,Miami,ACC,91649,Glenn Batemon,C,9,1,32,3,1,9,1,1,0,13.0,62.1,-0.2,14.3,0.19,1.0,28.6,42.9,14.3,7,1,14.3,7,1,0.0,0,0,50.0,2,1,7,4,3,,,,,,
2005,20042005,168,Miami,ACC,91650,Antoine Mayhand,G,18,0,96,14,3,7,2,6,2,15.3,66.3,-0.3,22.9,0.263,0.67,25.0,25.0,16.7,24,4,12.5,8,1,18.8,16,3,50.0,6,3,8,6,2,,,,,,
2005,20042005,168,Miami,ACC,91651,Brandon Okpalobi,G,27,1,268,15,19,22,25,16,0,9.6,57.7,-0.5,21.4,0.228,1.32,39.3,18.2,21.4,28,6,28.6,21,6,0.0,7,0,27.3,11,3,22,18,4,,,,,,
2005,20042005,168,Miami,ACC,91652,Will Frisby,F,26,13,624,221,44,85,11,19,11,20.2,106.0,1.4,45.8,0.53,0.25,37.4,50.3,44.7,179,80,44.7,170,76,44.4,9,4,85.1,67,57,167,83,84,,,,,,
2005,20042005,169,Michigan State,Big Ten,83553,Drew Neitzel,G,27,12,444,92,37,36,78,10,0,16.4,95.8,0.3,43.1,0.451,2.11,19.1,26.3,37.2,94,35,42.1,57,24,29.7,37,11,61.1,18,11,19,14,5,,,,,,
2005,20042005,169,Michigan State,Big Ten,83554,Drew Naymick,C,24,1,174,36,11,39,7,3,11,10.9,108.7,0.3,68.2,0.693,0.64,40.9,34.1,68.2,22,15,68.2,22,15,0.0,0,0,66.7,9,6,44,29,15,,,,,,
2005,20042005,169,Michigan State,Big Ten,89559,Jason Aerts,F,5,0,7,3,1,0,0,0,0,19.9,106.2,0.1,100.0,0.798,0.0,200.0,40.0,100.0,1,1,100.0,1,1,0.0,0,0,50.0,2,1,5,3,2,,,,,,
2005,20042005,169,Michigan State,Big Ten,89560,Delco Rowley,F,23,2,204,41,16,36,4,5,2,12.4,96.0,0.1,58.3,0.642,0.25,75.0,43.2,58.3,24,14,58.3,24,14,0.0,0,0,72.2,18,13,37,21,16,,,,,,
2005,20042005,169,Michigan State,Big Ten,89561,Paul Davis,C,26,22,715,314,50,68,37,29,15,23.9,112.1,2.5,53.6,0.574,0.74,38.5,34.9,53.4,234,125,54.1,229,124,20.0,5,1,70.0,90,63,215,140,75,,,,,,
2005,20042005,169,Michigan State,Big Ten,89562,Shannon Brown,G,27,24,684,288,51,42,40,30,3,23.8,107.2,1.9,49.6,0.554,0.78,32.0,29.1,44.3,228,101,51.7,149,77,30.4,79,24,84.9,73,62,86,61,25,,,,,,
2005,20042005,169,Michigan State,Big Ten,89563,Maurice Ager,G,27,23,711,382,51,45,49,19,6,26.5,120.6,3.6,56.0,0.62,0.96,41.9,33.3,48.1,260,125,55.3,152,84,38.0,108,41,83.5,109,91,93,62,31,,,,,,
2005,20042005,169,Michigan State,Big Ten,89564,Matt Trannon,F,24,0,289,57,17,46,9,11,6,10.9,106.9,0.4,68.8,0.663,0.53,78.1,34.6,68.8,32,22,68.8,32,22,0.0,0,0,52.0,25,13,81,53,28,,,,,,
2005,20042005,169,Michigan State,Big Ten,89565,Anthony Hamo,G,9,0,11,0,1,0,0,0,0,13.6,15.8,-0.2,0.0,0.0,0.0,0.0,100.0,0.0,2,0,0.0,1,0,0.0,1,0,0.0,0,0,1,0,1,,,,,,
2005,20042005,169,Michigan State,Big Ten,90698,Chris Hill,G,27,12,641,221,40,59,119,34,1,20.1,116.9,2.2,51.1,0.536,2.98,19.5,16.3,39.5,190,75,50.8,61,31,34.1,129,44,73.0,37,27,49,41,8,,,,,,
2005,20042005,169,Michigan State,Big Ten,90699,Andy Harvey,F,10,1,21,4,3,0,0,0,0,22.2,53.0,-0.3,20.0,0.316,0.0,60.0,25.0,20.0,5,1,33.3,3,1,0.0,2,0,66.7,3,2,4,3,1,,,,,,
2005,20042005,169,Michigan State,Big Ten,90700,Alan Anderson,G-F,27,25,732,361,46,75,44,31,5,22.5,128.7,4.0,60.0,0.672,0.96,48.9,31.4,55.2,221,122,60.5,167,101,38.9,54,21,88.9,108,96,156,107,49,,,,,,
2005,20042005,169,Michigan State,Big Ten,90701,Kelvin Torbert,G,27,2,612,231,28,50,44,20,9,19.1,120.6,2.3,54.5,0.593,1.57,36.3,24.3,48.2,168,81,59.4,101,60,31.3,67,21,78.7,61,48,74,56,18,,,,,,
2005,20042005,169,Michigan State,Big Ten,90702,Tim Bograkos,G,27,1,230,37,12,26,21,14,1,10.6,106.5,0.3,53.3,0.538,1.75,33.3,48.5,50.0,30,15,59.1,22,13,25.0,8,2,50.0,10,5,33,17,16,,,,,,
2005,20042005,170,Michigan,Big Ten,81955,Ron Coleman,F,30,17,839,230,42,34,31,11,3,18.0,99.6,0.9,48.1,0.51,0.74,14.6,39.7,39.2,212,83,52.3,86,45,30.2,126,38,83.9,31,26,78,47,31,,,,,,
2005,20042005,170,Michigan,Big Ten,85620,Brent Petway,F,28,7,597,194,34,71,25,26,46,18.5,110.8,1.4,57.0,0.594,0.74,32.2,37.1,56.6,143,81,58.0,138,80,20.0,5,1,67.4,46,31,151,95,56,,,,,,
2005,20042005,170,Michigan,Big Ten,85621,Lester Abram,G-F,3,3,86,20,4,0,4,1,0,19.1,83.1,-0.4,22.7,0.373,1.0,50.0,14.3,22.7,22,5,35.7,14,5,0.0,8,0,90.9,11,10,14,12,2,,,,,,
2005,20042005,170,Michigan,Big Ten,85622,Courtney Sims,C,30,14,695,288,56,64,16,9,51,23.0,108.0,1.7,59.8,0.63,0.29,48.9,36.2,59.6,188,112,60.7,183,111,20.0,5,1,68.5,92,63,152,97,55,,,,,,
2005,20042005,170,Michigan,Big Ten,85623,Dion Harris,G,30,21,1101,436,88,61,108,33,4,27.2,98.5,1.7,45.3,0.491,1.23,23.3,15.1,37.0,403,149,40.6,202,82,33.3,201,67,75.5,94,71,86,73,13,,,,,,
2005,20042005,170,Michigan,Big Ten,88804,Chris Hunter,F,22,7,421,202,48,54,18,8,10,28.8,101.2,1.2,52.8,0.591,0.38,48.2,33.3,48.9,141,69,52.7,110,58,35.5,31,11,77.9,68,53,78,52,26,,,,,,
2005,20042005,170,Michigan,Big Ten,88805,Graham Brown,F,21,16,516,116,28,57,14,19,3,14.0,102.3,0.8,56.6,0.592,0.5,41.0,34.0,56.6,83,47,56.6,83,47,0.0,0,0,64.7,34,22,106,70,36,,,,,,
2005,20042005,170,Michigan,Big Ten,88806,Amadou Ba,C,4,0,5,4,0,0,1,0,0,31.7,126.2,0.2,100.0,0.694,,100.0,0.0,100.0,2,2,100.0,2,2,0.0,0,0,0.0,2,0,2,2,0,,,,,,
2005,20042005,170,Michigan,Big Ten,88807,Sherrod Harrell,G,27,11,372,52,19,14,19,8,2,10.7,89.1,0.0,45.7,0.498,1.0,30.4,14.3,37.0,46,17,42.9,21,9,32.0,25,8,71.4,14,10,35,30,5,,,,,,
2005,20042005,170,Michigan,Big Ten,88808,Daniel Horton,G,12,7,393,157,35,37,51,22,2,25.8,102.0,1.9,46.6,0.518,1.46,35.9,16.7,38.9,131,51,39.7,78,31,37.7,53,20,74.5,47,35,36,30,6,,,,,,
2005,20042005,170,Michigan,Big Ten,88810,Alex Brzozowicz,G,2,0,3,0,0,0,1,0,0,0.0,,,,,,,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,170,Michigan,Big Ten,90487,John Andrews,G-F,27,5,458,88,46,40,38,15,1,16.7,81.7,-0.3,41.5,0.489,0.83,60.6,33.3,38.0,71,27,50.0,44,22,18.5,27,5,67.4,43,29,48,32,16,,,,,,
2005,20042005,170,Michigan,Big Ten,90488,J.C. Mathis,F,20,4,168,35,12,19,6,1,7,17.1,86.2,0.0,41.2,0.446,0.5,35.3,43.9,41.2,34,14,45.2,31,14,0.0,3,0,58.3,12,7,41,23,18,,,,,,
2005,20042005,170,Michigan,Big Ten,90489,Ashtyn Bell,G,18,0,149,9,19,7,10,3,0,11.4,43.8,-0.7,44.4,0.418,0.53,44.4,0.0,44.4,9,4,50.0,8,4,0.0,1,0,25.0,4,1,7,7,0,,,,,,
2005,20042005,170,Michigan,Big Ten,90490,Dani Wohl,G,16,5,247,12,18,26,25,14,1,7.7,70.6,-0.3,33.3,0.398,1.39,58.3,26.3,33.3,12,4,36.4,11,4,0.0,1,0,57.1,7,4,19,14,5,,,,,,
2005,20042005,171,Middle Tennessee,Sun Belt,81813,Bryan Smithson,G,27,0,722,183,63,47,87,23,5,17.0,97.2,0.7,43.2,0.51,1.38,37.7,12.1,39.6,154,61,43.1,116,50,28.9,38,11,86.2,58,50,66,58,8,,,,,,
2005,20042005,171,Middle Tennessee,Sun Belt,85244,Kyle Young,F-C,28,0,510,128,18,63,6,8,12,13.2,111.6,0.9,54.9,0.562,0.33,26.5,42.6,54.9,102,56,54.9,102,56,0.0,0,0,59.3,27,16,108,62,46,,,,,,
2005,20042005,171,Middle Tennessee,Sun Belt,87290,Wes Durrant,G,12,0,26,5,3,3,1,1,0,24.5,50.8,-0.3,18.8,0.256,0.33,50.0,0.0,12.5,8,1,0.0,3,0,20.0,5,1,50.0,4,2,4,4,0,,,,,,
2005,20042005,171,Middle Tennessee,Sun Belt,89914,Brian Lake,F,5,0,59,22,4,6,0,1,2,23.6,95.3,0.3,40.9,0.439,0.0,31.8,68.8,40.9,22,9,42.9,21,9,0.0,1,0,57.1,7,4,16,5,11,,,,,,
