season,seasonLabel,teamId,team,conference,athleteId,name,position,games,starts,minutes,points,turnovers,fouls,assists,steals,blocks,usage,offensiveRating,PORPAG,effectiveFieldGoalPct,trueShootingPct,assistsTurnoverRatio,freeThrowRate,offensiveReboundPct,fieldGoals_pct,fieldGoals_attempted,fieldGoals_made,twoPointFieldGoals_pct,twoPointFieldGoals_attempted,twoPointFieldGoals_made,threePointFieldGoals_pct,threePointFieldGoals_attempted,threePointFieldGoals_made,freeThrows_pct,freeThrows_attempted,freeThrows_made,rebounds_total,rebounds_defensive,rebounds_offensive,winShares_totalPer40,winShares_total,winShares_defensive,winShares_offensive,defensiveRating,netRating
2005,20042005,16,Auburn,SEC,80045,Daniel Hayles,G-F,26,4,598,144,43,82,25,17,4,14.4,95.4,0.4,57.3,0.572,0.58,32.7,44.0,50.9,110,56,60.9,69,42,34.1,41,14,50.0,36,18,75,42,33,,,,,,
2005,20042005,16,Auburn,SEC,80619,Toney Douglas,G,26,9,925,435,74,67,47,30,3,26.0,103.5,2.3,50.1,0.548,0.64,29.0,15.6,42.3,352,149,45.4,207,94,37.9,145,55,80.4,102,82,141,119,22,,,,,,
2005,20042005,16,Auburn,SEC,81764,Ryan Daniel,F,15,0,33,1,6,6,0,0,0,13.9,21.6,-0.3,0.0,0.174,0.0,100.0,60.0,0.0,2,0,0.0,2,0,0.0,0,0,50.0,2,1,5,2,3,,,,,,
2005,20042005,16,Auburn,SEC,82318,Frank Tolbert,G,26,4,574,189,51,94,25,20,15,20.4,93.6,0.4,50.0,0.532,0.49,35.1,42.0,44.2,154,68,49.0,102,50,34.6,52,18,64.8,54,35,81,47,34,,,,,,
2005,20042005,16,Auburn,SEC,87027,Moses Edun,G,19,0,109,19,7,26,6,8,4,14.4,79.9,-0.1,35.0,0.396,0.86,45.0,50.0,35.0,20,7,35.0,20,7,0.0,0,0,55.6,9,5,14,7,7,,,,,,
2005,20042005,16,Auburn,SEC,89799,Ronny LeMelle,G,2,0,37,19,2,5,3,0,0,25.1,118.9,2.4,53.3,0.567,1.5,26.7,40.0,46.7,15,7,50.0,10,5,40.0,5,2,75.0,4,3,5,3,2,,,,,,
2005,20042005,16,Auburn,SEC,89800,Brett Howell,G,17,0,142,30,11,10,10,3,1,14.1,93.2,0.1,48.1,0.514,0.91,18.5,50.0,33.3,27,9,50.0,2,1,32.0,25,8,80.0,5,4,12,6,6,,,,,,
2005,20042005,16,Auburn,SEC,90919,Quinnel Brown,F,26,9,825,330,48,85,54,32,13,21.7,110.6,2.5,50.2,0.546,1.13,40.1,40.3,46.3,257,119,54.7,181,99,26.3,76,20,69.9,103,72,154,92,62,,,,,,
2005,20042005,16,Auburn,SEC,90920,Ian Young,G,25,9,919,311,70,62,101,31,4,22.2,98.5,1.4,40.7,0.474,1.44,28.9,17.2,32.0,291,93,33.1,127,42,31.1,164,51,88.1,84,74,99,82,17,,,,,,
2005,20042005,16,Auburn,SEC,90921,Troy Gaines,G,18,1,67,17,9,4,2,0,0,27.0,60.1,-0.4,23.9,0.321,0.22,34.8,44.4,17.4,23,4,14.3,7,1,18.8,16,3,75.0,8,6,9,5,4,,,,,,
2005,20042005,16,Auburn,SEC,90922,Nathan Watson,G,26,9,932,291,56,68,53,41,11,17.1,108.5,2.0,54.8,0.569,0.95,24.2,44.2,45.5,231,105,53.9,115,62,37.1,116,43,67.9,56,38,154,86,68,,,,,,
2005,20042005,16,Auburn,SEC,90923,Kyle Derozan,F,12,0,77,17,5,13,2,0,0,13.7,84.1,-0.1,63.6,0.552,0.4,90.9,10.0,63.6,11,7,63.6,11,7,0.0,0,0,30.0,10,3,10,9,1,,,,,,
2005,20042005,16,Auburn,SEC,90924,Scott Campbell,G-F,2,0,2,0,0,0,0,0,0,0.0,,,,,,,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2,2,0,,,,,,
2005,20042005,16,Auburn,SEC,90925,Chris Rogers,G,1,0,2,0,0,0,1,0,0,0.0,,,,,,,100.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,1,,,,,,
2005,20042005,16,Auburn,SEC,90926,Michael O'Connor,G,6,0,8,3,2,1,0,0,0,36.6,51.3,-0.3,37.5,0.375,0.0,0.0,0.0,25.0,4,1,0.0,1,0,33.3,3,1,0.0,0,0,1,1,0,,,,,,
2005,20042005,17,Austin Peay,OVC,83018,Fernandez Lockett,G-F,3,0,73,15,2,4,3,2,1,15.1,109.5,1.2,36.4,0.517,1.5,72.7,18.2,36.4,11,4,50.0,8,4,0.0,3,0,87.5,8,7,11,9,2,,,,,,
2005,20042005,17,Austin Peay,OVC,83019,Todd Babington,G,30,0,410,125,19,26,20,8,4,18.0,108.9,0.8,51.5,0.559,1.05,29.3,25.6,38.4,99,38,48.0,25,12,35.1,74,26,79.3,29,23,39,29,10,,,,,,
2005,20042005,17,Austin Peay,OVC,83020,Derek Wright,G,30,3,498,100,51,50,55,23,0,18.3,79.4,-0.4,41.5,0.45,1.08,25.0,14.3,35.0,100,35,37.3,59,22,31.7,41,13,68.0,25,17,42,36,6,,,,,,
2005,20042005,17,Austin Peay,OVC,83021,Brandon Harriford,G,10,0,29,7,3,5,1,1,0,18.0,78.9,-0.1,50.0,0.509,0.33,33.3,20.0,33.3,6,2,0.0,2,0,50.0,4,2,50.0,2,1,5,4,1,,,,,,
2005,20042005,17,Austin Peay,OVC,83022,Tomas Janusauskas,C,21,0,121,17,0,18,3,0,7,10.3,102.3,0.1,41.2,0.389,,64.7,38.5,41.2,17,7,41.2,17,7,0.0,0,0,27.3,11,3,26,16,10,,,,,,
2005,20042005,17,Austin Peay,OVC,89224,Zac Schlader,C,30,3,1103,387,72,83,68,12,39,21.5,105.6,2.2,50.5,0.553,0.94,36.9,31.8,50.5,301,152,50.7,300,152,0.0,1,0,74.8,111,83,201,137,64,,,,,,
2005,20042005,17,Austin Peay,OVC,89226,Maurice Hampton,G,30,3,1022,422,70,68,68,57,2,23.0,111.3,2.8,57.3,0.606,0.97,25.6,23.2,45.4,313,142,51.9,129,67,40.8,184,75,78.8,80,63,112,86,26,,,,,,
2005,20042005,17,Austin Peay,OVC,89227,Justin Hunter,F-C,5,0,6,2,2,2,0,0,0,63.3,37.5,-0.6,20.0,0.2,0.0,0.0,33.3,20.0,5,1,20.0,5,1,0.0,0,0,0.0,0,0,3,2,1,,,,,,
2005,20042005,17,Austin Peay,OVC,89228,Kareem Matthews,C,13,0,36,3,4,7,0,0,0,11.9,47.8,-0.2,0.0,0.412,0.0,600.0,33.3,0.0,1,0,0.0,1,0,0.0,0,0,50.0,6,3,6,4,2,,,,,,
2005,20042005,17,Austin Peay,OVC,90781,William Durden,G-F,30,3,805,251,48,99,15,18,3,19.9,99.9,1.0,48.2,0.53,0.31,51.8,41.1,47.7,193,92,50.3,179,90,14.3,14,2,65.0,100,65,168,99,69,,,,,,
2005,20042005,17,Austin Peay,OVC,90782,Eric Young,F-C,30,0,430,58,30,89,10,9,1,12.4,72.0,-0.4,50.0,0.45,0.33,91.3,47.5,50.0,46,23,50.0,46,23,0.0,0,0,28.6,42,12,59,31,28,,,,,,
2005,20042005,17,Austin Peay,OVC,90783,Levi Carmichael,G,30,0,550,113,51,48,64,23,2,18.2,83.1,-0.3,40.2,0.446,1.25,42.1,19.4,29.9,107,32,33.3,30,10,28.6,77,22,60.0,45,27,36,29,7,,,,,,
2005,20042005,17,Austin Peay,OVC,90784,Ryan Isom,G,22,0,75,24,3,11,2,1,0,15.2,117.5,0.2,71.9,0.693,0.67,18.8,0.0,50.0,16,8,50.0,2,1,50.0,14,7,33.3,3,1,1,1,0,,,,,,
2005,20042005,17,Austin Peay,OVC,90785,Anthony Davis,G,27,3,968,413,63,62,76,47,15,27.5,101.8,2.1,44.5,0.493,1.21,28.5,29.3,40.3,372,150,44.2,269,119,30.1,103,31,77.4,106,82,140,99,41,,,,,,
2005,20042005,18,BYU,Mountain West,77975,Chris Miles,F-C,23,0,306,69,16,46,19,5,24,16.2,94.9,0.2,37.1,0.433,1.19,31.4,50.0,37.1,70,26,37.1,70,26,0.0,0,0,77.3,22,17,50,25,25,,,,,,
2005,20042005,18,BYU,Mountain West,82768,Trent Plaisted,F-C,5,0,44,3,2,2,1,0,0,8.5,58.5,-0.4,0.0,0.266,0.5,200.0,25.0,0.0,3,0,0.0,3,0,0.0,0,0,50.0,6,3,8,6,2,,,,,,
2005,20042005,18,BYU,Mountain West,82770,Sam Burgess,G,22,0,188,46,21,30,12,9,3,22.9,71.5,-0.5,35.1,0.38,0.57,14.0,36.4,28.1,57,16,25.0,32,8,32.0,25,8,75.0,8,6,22,14,8,,,,,,
2005,20042005,18,BYU,Mountain West,85663,David Burgess,C,4,0,43,8,3,7,1,3,3,21.2,55.3,-1.2,26.7,0.267,0.33,0.0,25.0,20.0,15,3,14.3,7,1,25.0,8,2,0.0,0,0,4,3,1,,,,,,
2005,20042005,18,BYU,Mountain West,86798,Keena Young,F,20,1,440,146,20,29,9,11,14,17.8,109.2,1.3,53.9,0.56,0.45,30.4,37.1,53.9,115,62,55.4,112,62,0.0,3,0,62.9,35,22,105,66,39,,,,,,
2005,20042005,18,BYU,Mountain West,86800,Jimmy Balderson,G,22,1,400,142,31,30,18,6,2,21.9,95.9,0.5,50.0,0.527,0.58,32.2,10.4,38.1,118,45,35.4,48,17,40.0,70,28,63.2,38,24,48,43,5,,,,,,
2005,20042005,18,BYU,Mountain West,86802,Mike Rose,G,25,1,472,198,29,30,28,10,1,21.0,114.8,1.7,60.5,0.618,0.97,18.9,15.6,44.6,148,66,57.6,33,19,40.9,115,47,67.9,28,19,45,38,7,,,,,,
2005,20042005,18,BYU,Mountain West,86803,Austin Ainge,G,25,2,692,228,80,46,105,29,1,21.9,97.6,0.9,50.8,0.545,1.31,24.3,14.3,42.3,189,80,51.6,93,48,33.3,96,32,78.3,46,36,77,66,11,,,,,,
2005,20042005,18,BYU,Mountain West,89262,Brock Reichner,G,12,0,142,30,7,14,8,6,0,13.2,97.4,0.2,52.0,0.51,1.14,40.0,22.2,40.0,25,10,30.8,13,4,50.0,12,6,40.0,10,4,18,14,4,,,,,,
2005,20042005,18,BYU,Mountain West,89264,Derek Dawes,C,24,1,413,125,31,54,10,6,21,19.2,97.1,0.5,45.6,0.525,0.32,73.3,36.9,45.6,90,41,45.6,90,41,0.0,0,0,65.2,66,43,111,70,41,,,,,,
2005,20042005,18,BYU,Mountain West,91825,Garner Meads,F,15,2,257,67,23,34,8,5,5,18.9,84.6,-0.2,40.0,0.463,0.35,46.7,31.0,40.0,60,24,40.7,59,24,0.0,1,0,67.9,28,19,71,49,22,,,,,,
2005,20042005,18,BYU,Mountain West,91826,Mike Hall,G-F,25,3,862,358,50,51,50,37,8,23.2,108.8,2.7,49.8,0.539,1.0,26.2,35.9,41.6,298,124,45.5,165,75,36.8,133,49,78.2,78,61,92,59,33,,,,,,
2005,20042005,18,BYU,Mountain West,91827,Jared Jensen,F-C,24,3,539,205,39,60,12,15,5,19.5,111.8,1.7,56.3,0.63,0.31,46.7,42.9,56.3,135,76,56.3,135,76,0.0,0,0,84.1,63,53,105,60,45,,,,,,
2005,20042005,18,BYU,Mountain West,91828,Terry Nashif,G,22,1,250,47,26,17,33,11,2,17.3,78.8,-0.3,38.0,0.409,1.27,14.8,4.3,29.6,54,16,33.3,21,7,27.3,33,9,75.0,8,6,23,22,1,,,,,,
2005,20042005,18,BYU,Mountain West,91829,Josh Burgess,F,4,0,12,3,0,0,1,0,0,12.6,132.5,0.3,50.0,0.5,,0.0,0.0,33.3,3,1,0.0,1,0,50.0,2,1,0.0,0,0,1,1,0,,,,,,
2005,20042005,18,BYU,Mountain West,91830,Joshua Reisman,G,1,0,5,2,1,2,0,0,0,19.4,75.7,-0.2,100.0,1.0,0.0,0.0,,100.0,1,1,100.0,1,1,0.0,0,0,0.0,0,0,0,0,0,,,,,,
2005,20042005,19,Ball State,MAC,81835,Peyton Stovall,G,26,2,866,430,76,61,93,44,4,26.9,111.7,3.5,52.7,0.571,1.22,29.7,19.8,43.8,333,146,49.7,175,87,37.3,158,59,79.8,99,79,96,77,19,,,,,,
2005,20042005,19,Ball State,MAC,86024,Julien 'Skip' Mills,F,26,2,774,319,40,68,45,26,9,22.4,113.1,2.7,49.2,0.538,1.13,34.1,38.5,42.2,258,109,44.5,164,73,38.3,94,36,73.9,88,65,130,80,50,,,,,,
2005,20042005,19,Ball State,MAC,89481,Jesse McClung,G,15,0,94,21,7,20,10,3,1,16.1,94.4,0.1,45.2,0.48,1.43,9.5,16.7,38.1,21,8,41.7,12,5,33.3,9,3,100.0,2,2,12,10,2,,,,,,
